platform,post_id,comment,topic,neg_sentiment (%),pos_sentiment (%),neu_sentiment (%),actionable_insight,date
facebook,1198152299014157.0,Don ten kloese💪,Don ten Kloese - Positive affirmation,8.19,76.02,15.79,Focus training on enhancing Scofieldd’s pace and conditioning.,
facebook,1198152299014157.0,Doet het prima. Wel wat late aankopen aan het eind van de voorbereiding. In ieder geval is de selectie op sterkte. En nu kijken wat Robin er van maakt. We zijn goed op weg met 3 wedstrijden en 9 punten. Dus stappen blijven maken en iedere wedstrijd winnen. 🫣,Late acquisitions - Tactical adjustments needed,14.16,13.65,72.19,Schedule an open training session for fans to meet the players.,
facebook,1198152299014157.0,"DtK doet zijn best en werkt hard. Wat zeker moet verbeteren is de scouting

Kijk b.v. naar Club Brugge.",Don ten Kloese - Scouting review needed,9.28,28.86,61.86,Address Ajax rivalry through engaging social media content.,
facebook,1198152299014157.0,Ik heb tevreden gevoel en heb zin in dit seizoen. Klasse gedaan,Positive sentiment – General enthusiasm,7.96,69.74,22.3,Boost fan pride by acknowledging Don ten Kloese’s contributions.,
facebook,1198152299014157.0,Overal goed gedaan,General praise - Positive feedback,8.39,80.02,11.59,Implement structural scouting processes based on Club Brugge’s success.,
facebook,1198152299014157.0,Don te Kloese 💪🏻👍🏻,Don ten Kloese - Positive affirmation,8.39,80.26,11.35,Acknowledge and celebrate the strength of the current PSV squad.,
facebook,1198152299014157.0,"Prima gedaan, ook de voorgaande windows. Er is gelukkig al een tijdje structuur en continuïteit. Iedereen is benieuwd wat de technische staf en de scouts zien in bepaalde gehaalde spelers. Dat zal de komende maanden duidelijk worden 👍",Scouts’ judgement - Player evaluation,10.33,23.6,66.08,Generate engaging content recognizing fan enthusiasm for the season.,
facebook,1198152299014157.0,Super gedaan dennis 👌,Positive sentiment – General enthusiasm,8.52,82.97,8.52,Reinforce positive sentiment by highlighting the squad’s performance.,
facebook,1198152299014157.0,Een absolute topper.,General praise - Positive feedback,8.48,83.04,8.48,Encourage fan engagement and discussion surrounding player evaluations.,
facebook,1198152299014157.0,Eindelijk weer eens positieve geluiden,Positive sentiment – General enthusiasm,7.98,70.78,21.23,Recognize and appreciate Don ten Kloese’s impact on the team.,
facebook,1198152299014157.0,Geweldig.👍,General praise - Positive feedback,8.5,83.0,8.5,Confirm and validate the squad’s strengths with ongoing observations.,
facebook,1198152299014157.0,"Bertus De Ruijter Zeker, Feyenoord is nog nooit zo financieel stabiel geweest dan onder Dennis Te Kloese, we tellen echt weer mee.",Dennis Te Kloese – Financial stability praised,7.61,54.85,37.55,Explore the impact of the new sponsorship on team performance.,
facebook,1198152299014157.0,Helemaal met je eens Joke.,Agreement - Shared positive opinion,7.66,57.31,35.02,Continue monitoring fan sentiment and expectations for the season.,
facebook,1198152299014157.0,Het was niet makkelijk maar er staat een prima selectie 💪💪,Selectie - Select strength acknowledged,8.02,71.95,20.03,Strengthen Don ten Kloese’s role as a team leader and source of support.,
facebook,1198152299014157.0,We gaan het zien.,Uncertainty - Future outlook questioned,44.0,7.62,48.39,UNKNOWN,
facebook,1198152299014157.0,De inkomsten komen door slot.,Revenue - New sponsorship impact,7.68,32.66,59.66,UNKNOWN,
facebook,1198152299014157.0,We gaan het zien hoop op een mooi seizoen 💪💪💪,Uncertainty - Future outlook questioned,9.55,36.48,53.97,UNKNOWN,
facebook,1198152299014157.0,"Zeker, heel goed gedaan.",Positive affirmation – Positive feedback,7.97,70.62,21.41,UNKNOWN,
facebook,1198152299014157.0,DTK  onze redder🫵,Dennis Te Kloese - Player support/appreciation,7.87,26.1,66.03,UNKNOWN,
facebook,1198152299014157.0,We zullen het meemaken.,Zerouki performance criticism,37.4,8.64,53.96,Prioritize Zerouki’s development with targeted fitness training to address performance concerns.,
facebook,1198152299014157.0,Prima gedaan 💪,Milambo transfer concern,7.83,29.83,62.35,Investigate Milambo’s fitness levels and explore conditioning strategies.,
facebook,1198152299014157.0,Goed gedaan,Paixao transfer concern,19.89,8.16,71.95,Re-evaluate Paixao's role and consider alternative attacking options.,
facebook,1198152299014157.0,Missers worden overal gemaakt ook onder Slot die zag het ook helemaal zitten in Zerouki.  Geweldig gedaan en geef ze nu als supporters de tijd om er iets moois van te maken.,Hancko transfer assessment,21.08,12.93,65.99,Assess Hancko’s fit within the team’s tactical system and identify areas for improvement.,
facebook,1198152299014157.0,"Joke Kreijermaat Wat dacht je van vd belt. Bullaude, en nog een paar waarvan ik de naam alweer kwijt bent. Allemaal onder slot gekomen",Stengs loan concern,30.74,8.48,60.78,Explore loan opportunities for Stengs to maximize his playing time and development.,
facebook,1198152299014157.0,Chiel Schuller tja Slot kon een potje breken. V Persie ligt onder een vergrootglas.  Maar zo gaat het overal hoor bij iedere nieuwe trainer.,Carranza transfer assessment,8.54,14.19,77.27,Analyze Carranza’s performance and identify ways to better utilize his skillset.,
facebook,1198152299014157.0,"Als je zo’n grote mond hebt en roept ambitieus te zijn, terwijl tegelijkertijd door besluiteloosheid en uitstelgedrag je selectie niet op tijd goed genoeg is om CL te halen, kloppen je daden niet met je woorden..

We kunnen wel net doen of DtK het zo goed heeft gedaan, maar door z’n arrogantie om te denken dat ‘ie Arnesen z’n functie wel ‘even erbij’ zou doen, hebben we vorig jaar al een kampioenschap weggegeven.. Alleen DtK is verantwoordelijk voor het feit dat we Brian Priske z’n geklooi veel te lang hebben moeten aanzien en -horen..

Zowel PSV als Ajax was te pakken geweest als we onze uitblinkers (die nu overal en nergens bankzitter zijn) toen hadden weten te behouden..",Zerouki performance criticism,21.31,14.18,64.51,Address Zerouki’s performance criticisms through targeted coaching and player development.,
facebook,1198152299014157.0,"Aan het einde van de rit, bepaalt de begroting de stand op de ranglijst en het succes. 
Helaas is Feyenoord ieder jaar genoodzaakt om (de beste) spelers te verkopen.
Je begint dus ieder jaar weer met het opbouwen van een team.
Succes is daarom nooit vanzelfsprekend. Vaak kunnen statistieken en cijfers een indicatie geven of een club naar de (financiële) mogelijkheden presteert. 
Als je naar de clubs kijkt die vorig seizoen de achtste finale van de Champions League haalden, zie je dat Feyenoord enorm goed presteerde. 
Vergelijk je de marktwaarde (MW) van een club (volgens Transfermarkt) met de stand van de club op de UEFA Ranking (UR), zie je dat Club Brugge het beste presteert!
Club Brugge staat wat betreft marktwaarde (MW) volgens Transfermarkt op plaats 76, maar staat in de UEFA Ranking (UR) op plaats 24. Een verschil van 52 plaatsen.
Op plaats 2 en 3 volgen Benfica en Feyenoord met resp. 21 en 20 op respectabele afstand.
De hele ranglijst:
01. Club Brugge K.V.: (MW) 76 - (UR) 24 = 52
02. Sport Lisboa e Benfica: (MW) 36 - (UR) 15 = 21
03. Feyenoord Rotterdam: (MW) 45 - (UR) 25 = 20
04. Borussia Dortmund: (MW) 21 - (UR) 7 = 14
05. LOSC: (MW) 39 - (UR) 30 = 9
06. PSV: (MW) 35 - (UR) 27= 8
07. Atlético de Madrid: (MW) 19 - (UR) 12 = 7
08. Inter: (MW) 11 - (UR) 6 = 5
09. FC Bayern München: (MW) 8 - (UR) 3 = 5
10. PSG - Paris Saint-Germain: (MW) 7 - (UR) 5 = 2
11. Bayer 04 Leverkusen: (MW) 13 - (UR) 11= 2
12. Liverpool FC: (MW) 5 - (UR) 4 = 1
13. Real Madrid C.F.: (MW) 2 - (UR) 1 = 1
14. FC Barcelona: (MW) 4 - (UR) 10 = -6
15. Arsenal: (MW) 3 - (UR) 14 = -11
16. Aston Villa FC: (MW) 15 - (UR) 47 = -32
Cijfers zeggen niet alles, maar geven dus wel een indicatie of een club in overeenstemming met de financiële mogelijkheden presteert.",Timber retention celebration,7.77,63.28,28.96,Evaluate PSV’s financial strategy in relation to UEFA rankings and competitor spending.,
facebook,1198152299014157.0,"Op alle posities versterkt die moesten. Maar de prijs- kwaliteit verhouding hoop ik positief verrast te worden. Steijn en Valente in begin geweldig, Hancko was logisch, Paixao begrijpelijk maar had op nog jaar gehoopt. De transfersommen zijn goed. Verdediging ook prima. Al vraag ik mij af of Bos echt schot in de roos wordt; vraag mij af wat er nu precies bij Meijer was. Aanvallend had er echt een eerste spits en vervanger van Paixao bij moeten komen!! Bovendien was het te laat voor Fenerbahce. Hoop dat Borges en Tengsted het voor die transfersommen goed gaan doen. Die prijzen aan hoge kant. Ga voor de zekerheid maar begroten op Europa League. Goed dat Timber is gebleven! Ga maar alvast scouten naar goede spits. Feyenoord Rotterdam",Spits transfer priority,10.09,25.91,64.0,Focus scouting efforts on identifying high-potential strikers to bolster the attack.,
facebook,1198152299014157.0,goed gedaan jochie!,Positive encouragement,8.49,82.07,9.44,Provide positive reinforcement and encouragement to the team’s younger players.,
facebook,1198152299014157.0,Tengsted is een miskleun vd eerste orde,Tengsted player assessment,9.09,12.98,77.93,Assess Tengsted’s technical abilities and identify areas for skill development.,
facebook,1198152299014157.0,Goed werk geleverd door de directie 🎉🎉👍,Directie satisfaction,8.43,83.14,8.43,Recognize and appreciate the directie’s efforts and contributions to the club.,
facebook,1198152299014157.0,"Jan Troost Op het Rotterdams- Arbeidersniveau ! (Rotterdams Bargoens !) Daar spreekt men altijd van: de-erectie. I.p.v. de Directie. Dat heb ik ooit geleerd, bij Andrè van der Louw bij het voormalig- Openbaar Lichaam Rijnmond. (Alsook Ex- Voorzitter KNVB.) En later bij Provinciale- cq.  Gedeputeerde Staten Zuid Holland. Waarom denk je? Dat die voormalige- tuttebel van de SP, daar nog steeds loopt te flanneren? Die is de gehele- tijd op zoek naar arbeiders-erecties. En die is daar niet persè alleen voor het voetbal ! Politicologie ? Kennis alleen maakt nog niet de kunde !",Political commentary criticism,16.51,12.3,71.19,"Maintain a positive and optimistic outlook, focusing on collective progress.",
facebook,1198152299014157.0,Henk Troost dat is wel lang geleden. Hij is denk ik z’n 20 jaar niet meer onder ons. Maar inderdaad kon hij met allerlei soorten personen overweg en met praten. Van haven personeel tot de adel hap.😂 (Bargoens),Troost's longevity acknowledgement,7.62,42.14,50.24,Acknowledge and appreciate Jan Troost’s experience and diverse relationships.,
facebook,1198152299014157.0,Jan Troost Hij was van oorsprong aan Hagenees !Kun je nagaan !,Troost's origins acknowledgement,7.99,22.95,69.06,Recognize Jan Troost’s roots in Rotterdam and his background within the region.,
facebook,1198152299014157.0,"Heeft timber gehouden gelukkig. Milambo, paixiao, hancko, weg daarnaast nog stengs verhuurd en carranza en zerrouki. Best knap gedaan met de verdedigende aankopen.",Player departures assessment,7.94,27.41,64.65,Analyze player departures and identify lessons learned from previous transfer decisions.,
facebook,1198152299014157.0,Ziet er goed uit👍👍,Positive sentiment,8.51,82.26,9.24,Continue to express positive sentiment and support for the team’s efforts.,
facebook,1198152299014157.0,Echt heel blij mee met hem als algemeen directeur 💪🏽💪🏽,Algemeen directeur appreciation,8.42,80.56,11.02,Publicly acknowledge and appreciate the efforts of the general director.,
facebook,1198152299014157.0,Eens!! En waar gewerkt wordt …..,Shared optimism,8.22,76.74,15.03,Share and maintain a sense of optimism regarding the team’s potential.,
facebook,1198152299014157.0,Ik heb er vertrouwen in dit seizoen!!,Season confidence,8.04,72.14,19.83,Express confidence and anticipation for the upcoming season.,
facebook,1198152299014157.0,"Als er in een land de competitie is gestart mogen er bij die clubs géén spelers meer gehaald worden.
Zoveel mogelijk landen laten starten in de zelfde week en maar één transferperiode in het seizoen",Transferperiode timing criticism,19.32,12.44,68.25,Conduct a thorough review of the transfer strategy to align with financial sustainability.,
facebook,1198152299014157.0,Echt een topper hoor is best moeilijk in die transfer wereld🤛,Transfermarkt frustration,11.54,42.29,46.17,Analyze transfer targets more rigorously to avoid costly mistakes.,
facebook,1198152299014157.0,"Komt wel goed! Zonder olie dollars zoals in andere competities, moet je 't toch maar alleen doen, en kijk waar we vandaan komen....chapeau. Tuurlijk zien we liever dat sommige spelers niet verkocht worden, of voor meer geld, en dat spelers van kaliber jamal gekocht worden enzo, maar 👍🏼👍🏼",Player acquisition desire (Jamal),7.62,45.23,47.16,Prioritize securing Jamal’s long-term commitment through contract negotiations.,
facebook,1198152299014157.0,Over het ambitieus toeslaan .... de tijd zal het leren. Niet naast je schoenen gaan lopen Dennis.,Player retention warning (Dennis),12.79,12.14,75.07,Implement strategies to proactively retain key players like Dennis.,
facebook,1198152299014157.0,"Hij geeft de sterkhouders weg,en komt met Diarra en Borges met middelmaat.En op de laatste dag met een oude spits en een on ervaren verdediger.De lampjes halen transfervrij Boadou en 020 Dolberg.Bekende namen","Player recruitment skepticism (Diarra, Borges)",17.95,12.6,69.46,"Critically evaluate the recruitment of Diarra, Borges, and recent additions.",
facebook,1198152299014157.0,Klasse dat Sem Steijn er zo vroeg bij kwam,Coach Sem Steijn mention,8.01,22.38,69.61,Highlight Sem Steijn’s early impact in club communications.,
facebook,1198152299014157.0,Op naar een mooi zeizoen,General optimism,8.04,71.48,20.48,Maintain an optimistic outlook while remaining realistic about the season.,
facebook,1198152299014157.0,Eens,Agreement,8.02,24.36,67.62,Reinforce agreement and shared expectations among fans.,
facebook,1198152299014157.0,"Er zit af en toe zit een aankoop tussen. Als zijnde de verkeerde- aankoop van de eeuw! Maar voetbal is en blijft nu eenmaal ook mensenwerk! Dus dat kan gebeuren! Er bestaan meerdere- lagen in de organisatie binnen Feyenoord. Hebben de scouts een blauwe maandag? Dan moet men dat kunnen ondervangen. Men hoeft soms niet ver te zoeken. Grote- landen als Brazilië- en Argentinië hebben vele- jonge- beloften rondlopen. En vooral binnen Brazilië? Daar heeft Feyenoord een hoog- bekendheids- en populariteitsgehalte. Waardoor die graag naar Feyenoord willen komen.. In Brazilië zelf ? Daar betekend dat (nog altijd-) letterlijk- de armoede ontvluchtten via voetbal. (In veel opzichten blijft het nog een derde- wereld land !) Zoals ook Feyenoord jarenlang- voor een herstel- van de solvabiliteit heeft moeten vechten ! Dat is de overeenkomstige- rode lijn ! Brazilianen hebben een doorgaans vechtersmentaliteit ! Naast het terdege oog- voor schoon- voetbal. Dus enkelen daarvan kwamen in de historie- (o.a.) bij PSV en Feyenoord terecht. Dus niet bij het pluche-voetbal van Ajax. Ik ben niet de enige die dit ooit heeft gezegd ! Daar moet men de inkopen gaan doen. En nergens anders ! Het is daar een enorme kweekpoel ! Met wat naadloos aansluit bij het type- voetbal van Feyenoord. Met het nodige- geld toewerken naar op alle- posities een dubbele- bezetting. Zodat Europees- voetbal en de competitie- beter vallen te combineren.  Met bovendien daardoor extra- externe verdiensten. Het ouderwetse- Rottje- knorr werkvoetbal? Dat is soms nog nodig om het resultaat- naar de eigen hand te kunnen zetten. Kan het niet mooi? Dan maar effectief ! Maar het beste- en meest- slimme- voetbal? Dat is nog altijd. Wanneer men de bal- het zware- werk laat doen. Alsof je op een biljartlaken speelt !Want dat is feitelijk-het èchte voetbal ! Men weet waaraan men zal moeten werken. Op het Europese- niveau daar heeft men (nog geen-) overcapaciteit. Maar dat ligt op de langere- duur eventueel wèl binnen het eigen bereik. En of men nu spreekt van voetbal, de politiek- en- of het bedrijfsleven? Rotterdam kent over het algemeen slechte- boekhouders. Maar hebben wèl altijd al goede Economen gehad !.",Scouting region focus (Brazilië),7.8,32.71,59.48,Focus scouting efforts primarily on regions like Brazil and Argentina.,
facebook,1198152299014157.0,,Irrelevant comment,72.29,8.11,19.6,Ignore irrelevant comments.,
facebook,1198152299014157.0,,Irrelevant comment,72.29,8.11,19.6,Ignore irrelevant comments.,
facebook,1198152299014157.0,🔥🔥,Nonsense comment,44.0,16.78,39.22,Acknowledge and move on from nonsensical comments.,
facebook,1198152299014157.0,https://www.amazon.com/dp/B0DNFS54JK,Link to Amazon product,8.15,19.5,72.35,Disregard external links.,
facebook,1198152299014157.0,,Irrelevant comment,72.29,8.11,19.6,Ignore irrelevant comments.,
facebook,1198152299014157.0,"Eindelijk iemand die in staat is de club financieel weer gezond te maken.
Voor nu niet ontevreden met de aankopen, hopelijk nog beter in de toekomst.",Financial stability praise,7.66,52.75,39.59,Investigate strategies to improve the club’s financial health.,
facebook,1198152299014157.0,"🚨 La monétisation des comptes 👉 : Facebook , Tiktok , YouTube... 🚨

 ✅ Tu veux gagner de l'argent avec ton compte. Je suis disponible 🔥. 
✅ Intéressé Inbox , je t'envoie les procédures à suivre  🔥.
WhatsApp : https://wa.me/qr/ON3WLBTDKJVZI1",Social media monetization concern,13.43,8.95,77.62,Address fan concerns regarding social media monetization.,
facebook,1198152299014157.0,Klasbak!,Positive assessment,8.32,78.67,13.01,Offer positive reinforcement regarding the team's performance.,
facebook,1197044689124918.0,Hopen dat hij net zo strak speelt als zijn (bijna) naamgenoot Malcolm Young 😁,Player name comparison (Malcolm Young),7.56,49.78,42.66,Compare the new player's style to that of Malcolm Young.,
facebook,1197044689124918.0,Welkom 🍀🍀,Welcome message,8.42,83.16,8.42,Express a welcoming sentiment towards the new player.,
facebook,1197044689124918.0,Welkom!!!,Welcome message,8.47,83.06,8.47,Express a welcoming sentiment towards the new player.,
facebook,1197044689124918.0,Laat het niet te hard waaien in de Kuip.,Larin’s Mallorca contract,8.37,14.45,77.18,Assess Larin’s contract situation to alleviate fan concerns about his future.,
facebook,1197044689124918.0,,Unspecified comment,53.38,7.62,38.99,Analyze fan feedback for actionable insights.,
facebook,1197044689124918.0,"💶 S/M/L/XL/2XL €25
💶 Kids(met broekje) 110 T/M 164 €30
🔟 Bedrukking naar keuze +€5
📋 Bericht voor bestelling/info",Merchandise pricing,12.53,8.45,79.02,Develop tiered merchandise pricing to cater to diverse customer preferences.,
facebook,1197044689124918.0,Welcome ❤️🤍,Fan support,8.45,83.1,8.45,Reinforce positive fan sentiment through engaging content.,
facebook,1197261272436593.0,"Larin ligt nog tot 2028 vast bij Real Mallorca, dat twee jaar geleden 7,5 miljoen euro betaalde voor de 1,88 meter lange spits. In La Liga scoorde hij 18 keer in 86 wedstrijden. Bij Orlando City (44 goals in 89 duels) en Besiktas (39 goals in 109 duels) liet Larin in het verleden zien makkelijk een doelpunt te kunnen maken.

Hij wordt gehuurd mensen... kalm aan.",Larin’s La Liga stats,8.27,16.8,74.92,Prioritize Ueda’s scoring opportunities through tactical adjustments.,
facebook,1197261272436593.0,Het Kapmes wordt alweer gebruikt nog geen bal geraakt en de mens heeft het oordeel alweer klaar. Geef deze voetballer eerst is een kans en oordeel later hij heeft niet voor niets ruim 86 interlands gespeeld😲😬😬,Ueda’s scoring opportunity,8.77,31.04,60.2,Evaluate player groupings to maximize scoring potential for all players.,
facebook,1197261272436593.0,"Volgens mij moet je alle spelers een kans geven ?!
Weten we welke spelersgroepen er om hem heen stonden en werd er zo gespeeld dat hij ook de kans kreeg om veel te scoren ? .
Vorig jaar scoorde Ueda ook weinig , dit kwam door hoe er werd gespeeld nu krijgt hij ook veel meer de kans om te scoren .
De beste spelers van de hele wereld vormen maar niet zo een soepel lopend team !
Ik heb erg veel vertrouwen in ons clubje!!!
FEYENOORD 👊",Player opportunity request,9.77,25.01,65.22,Address negative fan criticism to foster a more supportive environment.,
facebook,1197261272436593.0,Hendrik Martens Helemaal met je eens. Al dat negatieve geleuter van veel mensen. Die hebben ook vast geen leuk leven denk ik als je zo negatief ben🤣🤣🤣🤣,Negative fan criticism,43.25,9.25,47.5,Manage Larin’s loan status expectations among supporters.,
facebook,1197261272436593.0,"Azijn zeikers gelijk commentaar al was Mbappe gehaald hadden ze nog gezegd hij moet 3 goals per week maken ,deze man is gehuurd als pinchhitter ,en we gaan veel wedstrijden spelen dus altijd goed om erbij te hebben",Larin’s loan status,8.34,16.99,74.67,Ignore irrelevant fan comments.,
facebook,1197261272436593.0,Super fierté canadienne 🇨🇦🍁,Unspecified comment,12.51,41.8,45.69,Maintain current fan engagement strategy.,
facebook,1197261272436593.0,Stampte in brugge nog geen gat in een pakje boter,Vanaken’s performance,9.04,35.73,55.23,Evaluate Vanaken’s recent performance and adjust accordingly.,
facebook,1197261272436593.0,Kurt Leekens moeilijk hè positief zijn !!!,Leekens’ positivity,8.24,76.91,14.85,Continue to encourage a positive outlook amongst staff.,
facebook,1197261272436593.0,Els Wijgman is gewoon zo.. heel beperkte speler,Wijgman’s limited role,8.07,21.16,70.78,Consider Wijgman’s strategic role and potential.,
facebook,1197261272436593.0,Tommy Temmerman doe jij maar negatief totdat hij ineens de sterren van de hemel speelt dan sta je ineens te juichen wat een een supporter ben jij !!!,Temmerman’s negativity,61.85,7.77,30.38,Address Temmerman’s negativity by acknowledging his perspective.,
facebook,1197261272436593.0,Els Wijgman sterren van de hemel? Eerder ballen uit het stadion! Kerel was in Brugge een Drama (met hoofdletter). Maar hopelijk voor jullie vergissen de negatievelingen zich. 🙂,Wijgman’s critical commentary,7.57,48.87,43.57,Maintain a neutral tone when addressing Wijgman's commentary.,
facebook,1197261272436593.0,Els Wijgman sommige mensen zeuren liever,Wijgman’s complaints,26.43,9.54,64.03,Recognize and validate Wijgman’s complaints to show empathy.,
facebook,1197261272436593.0,Kurt Leekens en bij Zulte Waregem knalde hij ze wel binnen.,Leekens’ past performance,8.32,13.85,77.83,Consider Leekens’ past successes when evaluating his current role.,
facebook,1197261272436593.0,"Welcome bro, good move",Unspecified comment,8.42,80.26,11.31,Continue fostering positive fan engagement.,
facebook,1197261272436593.0,"10 miljoen voor borges (2 doelpunten in 83 wedstrijden) 7,5 miljoen voor deze knakkert , en dan nog maar niet te spreken over de miljoenen voor tengsted",Borges’ goal record,7.78,28.94,63.28,Investigate Borges’ goal record and assess its relevance to his value.,
facebook,1197261272436593.0,Leroy van Wijngaarden meld je aan,Van Wijngaarden’s registration,8.44,12.96,78.6,Facilitate Van Wijngaarden’s registration process.,
facebook,1197261272436593.0,Welkom strijder 🙌🙌🙌,Fan appreciation,8.49,83.02,8.49,Create a social media campaign celebrating fan enthusiasm.,
facebook,1197261272436593.0,Sue Wison fantastisch topper we hebben een nieuwe spits 🥳🥳,New striker – Sue Wison,8.4,80.63,10.98,Analyze Sue Wison’s performance data for tactical insights.,
facebook,1197261272436593.0,Weer je het  zeker? Dan moet je misschien nog even kijken naar alle andere mensen die een bericht geplaatst hebben.,Fan criticism – irrelevant posts,55.38,7.66,36.96,Implement a system for prioritizing and responding to fan comments.,
facebook,1197261272436593.0,Welkom en heel veel succes bij ons mooie Feyenoord Rotterdam,Transfer – Feyenoord,8.02,21.46,70.52,Reinforce PSV’s identity and superiority in communications.,
facebook,1197261272436593.0,Welkom bij ons cluppie,Fan enthusiasm,8.07,72.84,19.1,Foster a welcoming environment through community engagement.,
facebook,1197261272436593.0,Wow mbappe,Player – Mbappé,8.29,78.14,13.57,Investigate Mbappé’s playing style for potential tactical applications.,
facebook,1197261272436593.0,"Ik heb zijn statistieken bekijken en het resultaat niet zo best kan ik jullie vertellen. 
In twee jaar tijd bij Mallorca heeft ie totaal 67 wedstrijden gespleed en maar 10 doelpunten heeft gescoord en 12 gele kaarten. Is dit the best what you can get?",Player – Mallorca stats,10.48,22.64,66.88,Conduct a thorough statistical review of Mallorca's performances with Sahli.,
facebook,1197261272436593.0,Anouar Sahli Heb je ook naar zijn interlands gekeken?,Player – Anouar Sahli – Interlands,8.49,10.93,80.58,Compile a report on Sahli’s international appearances and goals.,
facebook,1197261272436593.0,Anouar Sahli dus jij bent nu het nieuwe scouting apparaat van feyenoord? Hou op man. Gimenez had ook geen beste stats voor ie kwam en scoorde eroplos,Fan criticism – Anouar Sahli,38.27,7.82,53.91,Address fan concerns about Sahli’s statistics publicly.,
facebook,1197261272436593.0,Zeeg Jongkoen ja he he 0=0,Draw – 0=0,9.75,8.61,81.64,Celebrate the draw and encourage continued support.,
facebook,1197261272436593.0,Anouar Sahli 86 interlands 30 doelpunten,Player – Anouar Sahli – Interlands Stats,8.52,9.85,81.63,Present a comprehensive overview of Sahli's interland statistics.,
facebook,1197261272436593.0,Welkom,Welcome,8.01,71.43,20.56,Acknowledge and appreciate new fans.,
facebook,1197261272436593.0,Goed hoor,Positive comment,8.29,77.91,13.8,Continue to encourage positive sentiment.,
facebook,1197261272436593.0,Nog nooit van gehoord geen idee !!!!!,Fan unfamiliarity,24.74,25.93,49.33,Develop a strategy to introduce players to fans.,
facebook,1197261272436593.0,Cees Jij kent iedereen op deze aardbol ofzo ?,Fan unfamiliarity,24.53,8.0,67.47,Expand player introductions through various channels.,
facebook,1197261272436593.0,Cees Edeling hij heeft ook nog nooit van jou gehoord geen idee,Fan unfamiliarity,21.99,12.27,65.75,Provide player background information to increase familiarity.,
facebook,1197261272436593.0,Cees Edeling Is EEN GROTE MISKOOP !!! In januari is hij terug weg !,Player – Cees Edeling – January departure,45.4,7.65,46.95,Analyze the circumstances surrounding Cees Edeling’s January departure.,
facebook,1197261272436593.0,"Chris Mahau Leg mij eens uit: hoe kan een gehuurde speler een miskoop zijn?

(Ouch!)",Player – Chris Mahau – Rental mispurchase,14.55,10.64,74.81,Evaluate the factors contributing to the perceived mispurchase of Chris Mahau.,
facebook,1197261272436593.0,Hopelijk voor Feyenoord veel bijgeleerd na zijn periode bij Club Brugge. Wij vonden hem niks. Je weet natuurlijk nooit. Wat vertrouwen op het juiste moment kan veel doen,Fan criticism – Larin’s potential,12.5,26.23,61.27,Assess Larin’s potential based on his performance in previous clubs.,
facebook,1197261272436593.0,Jens Selis en bij Zulte Waregem schoot hij ze wel binnen. Larin is geen spits die 20 goals gaat maken maar wel eentje die uw ploeg laat opschuiven en de bal bijhoudt.,Player – Larin – Scoring potential,7.6,54.06,38.33,Develop targeted training plans based on Larin’s scoring potential.,
facebook,1197261272436593.0,Tom De Baene Ik hoop het oprecht voor Feyenoord,Feyenoord Fan Support,7.96,22.2,69.84,Prioritize fan engagement with positive messaging.,
facebook,1197261272436593.0,,(No Topic),28.81,8.71,62.48,Develop a fitness plan for Bahcivan addressing concerns about his performance.,
facebook,1197261272436593.0,Kan een Opa wel voetballen?,Sarcastic Question - Player Ability,17.79,8.29,73.92,"Investigate alternative options for De Baene, considering his adjustment to PSV.",
facebook,1197261272436593.0,Precies wat we nodig hebben!😅,Desired Player Addition,10.46,31.1,58.44,Highlight Ueda’s contributions to foster comparisons and boost confidence.,
facebook,1197261272436593.0,Richard Aanen Das een GROTE miskoop !!!Hier in Belgie kon hij echt niet mee !Als je die vergelijkt met Ueda ja man dan is Ueda echt veel beter ! Ueda maakt er minstens  als ze hem laten staan !,De Baene – Tactical Inadequacy,20.4,15.91,63.68,Reinforce the need for a strong midfielder through targeted recruitment.,
facebook,1197261272436593.0,Chris Mahau gehuurd...geen aankoop...,Mahau – Loan Player Critique,10.23,10.21,79.55,Create a warm welcome campaign incorporating fan sentiment.,
facebook,1197261272436593.0,En kom je hier mee. Dit was de positie die versterkt moest worden voorafgaande aan het seizoen.,Desired Player Addition - Midfield,8.24,18.02,73.74,Address concerns regarding Bahcivan’s fitness through transparent communication.,
facebook,1197261272436593.0,welkom,Welcome Message,8.07,72.84,19.1,Explore strategies to combat negative comparisons with Ajax.,
facebook,1197261272436593.0,Welkom 🥰,Welcome Message,8.45,83.1,8.45,Develop a robust manager assessment based on fan feedback.,
facebook,1197261272436593.0,Mariska Rampersad,(No Topic),10.66,12.27,77.07,UNKNOWN,
facebook,1197261272436593.0,Tharim Moenna ok en is het wat?,Bahcivan – Fitness Question,8.49,11.13,80.38,UNKNOWN,
facebook,1197261272436593.0,Mariska Rampersad gaan we zien,Bahcivan – Fitness Question,8.56,10.92,80.52,UNKNOWN,
facebook,1197261272436593.0,Veel succes ❤️,Welcome Message,8.44,83.12,8.44,UNKNOWN,
facebook,1197261272436593.0,Veel succes,Welcome Message,8.45,81.23,10.32,UNKNOWN,
facebook,1197261272436593.0,"I bought myself the latest Who's Who.
And ...  ???",(No Topic),9.16,21.65,69.19,UNKNOWN,
facebook,1197261272436593.0,Welcome to the best club of holland ⚽🌹👍👊👏😉🙏,Club Support – Enthusiastic,8.41,83.18,8.41,UNKNOWN,
